PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
530,0,2,1,23.0,2,1,235,11.5,147,2
457,0,1,1,65.0,0,0,73,26.55,126,2
737,0,3,0,48.0,1,3,676,34.375,147,2
533,0,3,1,17.0,1,1,210,7.2292,147,0
778,1,3,0,5.0,0,0,432,12.475,147,2
243,0,2,1,29.0,0,0,674,10.5,147,2
488,0,1,1,58.0,0,0,61,29.7,25,0
356,0,3,1,28.0,0,0,314,9.5,147,2
670,1,1,0,28.0,1,0,99,52.0,58,2
221,1,3,1,16.0,0,0,653,8.05,147,2
593,0,3,1,47.0,0,0,532,7.25,147,2
817,0,3,0,23.0,0,0,671,7.925,147,2
809,0,2,1,39.0,0,0,154,13.0,147,2
103,0,1,1,21.0,0,1,417,77.2875,98,2
246,0,1,1,44.0,2,0,92,90.0,78,1
465,0,3,1,28.0,0,0,539,8.05,147,2
150,0,2,1,42.0,0,0,147,13.0,147,2
10,1,2,0,14.0,1,0,132,30.0708,147,0
639,0,3,0,41.0,0,5,249,39.6875,147,2
319,1,1,0,31.0,0,2,453,164.8667,76,2
877,0,3,1,20.0,0,0,504,9.8458,147,2
260,1,2,0,50.0,0,1,115,26.0,147,2
247,0,3,0,25.0,0,0,325,7.775,147,2
672,0,1,1,31.0,1,0,569,52.0,38,2
822,1,3,1,27.0,0,0,269,8.6625,147,2
86,1,3,0,33.0,3,0,247,15.85,147,2
24,1,1,1,28.0,0,0,42,35.5,13,2
805,1,3,1,27.0,0,0,338,6.975,147,2
700,0,3,1,42.0,0,0,346,7.65,139,2
71,0,2,1,32.0,0,0,557,10.5,147,2
256,1,3,0,29.0,0,2,185,15.2458,147,0
600,1,1,1,49.0,1,0,584,56.9292,4,0
341,1,2,1,2.0,1,1,113,26.0,141,2
231,1,1,0,35.0,1,0,457,83.475,80,2
192,0,2,1,19.0,0,0,227,13.0,147,2
81,0,3,1,22.0,0,0,304,9.0,147,2
566,0,3,1,24.0,2,0,519,24.15,147,2
79,1,2,1,0.83,0,2,158,29.0,147,2
642,1,1,0,24.0,0,0,581,69.3,24,0
602,0,3,1,28.0,0,0,360,7.8958,147,2
105,0,3,1,37.0,2,0,245,7.925,147,2
171,0,1,1,61.0,0,0,5,33.5,18,2
279,0,3,1,7.0,4,1,480,29.125,147,1
291,1,1,0,26.0,0,0,91,78.85,147,2
387,0,3,1,1.0,5,2,566,46.9,147,2
318,0,2,1,54.0,0,0,232,14.0,147,2
528,0,1,1,28.0,0,0,583,221.7792,88,2
289,1,2,1,42.0,0,0,134,13.0,147,2
858,1,1,1,51.0,0,0,23,26.55,119,2
782,1,1,0,17.0,1,0,89,57.0,19,2
643,0,3,0,2.0,3,2,337,27.9,147,2
887,0,2,1,27.0,0,0,101,13.0,147,2
199,1,3,0,28.0,0,0,461,7.75,147,1
242,1,3,0,28.0,1,0,444,15.5,147,1
63,0,1,1,45.0,1,0,457,83.475,80,2
172,0,3,1,4.0,4,1,480,29.125,147,1
624,0,3,1,21.0,0,0,400,7.8542,147,2
305,0,3,1,28.0,0,0,527,8.05,147,2
847,0,3,1,28.0,8,2,568,69.55,147,2
266,0,2,1,36.0,0,0,546,10.5,147,2
359,1,3,0,28.0,0,0,279,7.8792,147,1
8,0,3,1,2.0,3,1,395,21.075,147,2
390,1,2,0,17.0,0,0,625,12.0,147,0
827,0,3,1,28.0,0,0,80,56.4958,147,2
813,0,2,1,35.0,0,0,222,10.5,147,2
742,0,1,1,36.0,1,0,91,78.85,67,2
719,0,3,1,28.0,0,0,440,15.5,147,1
474,1,2,0,23.0,0,0,628,13.7917,90,0
439,0,1,1,64.0,1,4,95,263.0,63,2
473,1,2,0,33.0,1,2,561,27.75,147,2
225,1,1,1,38.0,1,0,93,90.0,87,2
500,0,3,1,24.0,0,0,402,7.7958,147,2
741,1,1,1,28.0,0,0,82,30.0,105,2
396,0,3,1,22.0,0,0,410,7.7958,147,2
220,0,2,1,30.0,0,0,679,10.5,147,2
257,1,1,0,28.0,0,0,589,79.2,147,0
163,0,3,1,26.0,0,0,323,7.775,147,2
224,0,3,1,28.0,0,0,375,7.8958,147,2
884,0,2,1,28.0,0,0,565,10.5,147,2
361,0,3,1,40.0,1,4,337,27.9,147,2
864,0,3,0,28.0,8,2,568,69.55,147,2
307,1,1,0,28.0,0,0,83,110.8833,147,0
838,0,3,1,28.0,0,0,485,8.05,147,2
606,0,3,1,36.0,1,0,396,15.55,147,2
5,0,3,1,35.0,0,0,472,8.05,147,2
843,1,1,0,30.0,0,0,47,31.0,147,0
43,0,3,1,28.0,0,0,391,7.8958,147,0
107,1,3,0,21.0,0,0,296,7.65,147,2
280,1,3,0,35.0,1,1,551,20.25,147,2
292,1,1,0,19.0,1,0,64,91.0792,31,0
694,0,3,1,25.0,0,0,200,7.225,147,0
811,0,3,1,26.0,0,0,339,7.8875,147,2
763,1,3,1,20.0,0,0,191,7.2292,147,0
466,0,3,1,38.0,0,0,639,7.05,147,2
296,0,1,1,28.0,0,0,606,27.7208,147,0
766,1,1,0,51.0,1,0,71,77.9583,92,2
426,0,3,1,28.0,0,0,521,7.25,147,2
550,1,2,1,8.0,1,1,558,36.75,147,2
795,0,3,1,25.0,0,0,350,7.8958,147,2
826,0,3,1,28.0,0,0,448,6.95,147,1
554,1,3,1,22.0,0,0,171,7.225,147,0
514,1,1,0,54.0,1,0,599,59.4,147,0
524,1,1,0,44.0,0,1,7,57.9792,17,0
357,1,1,0,22.0,0,1,28,55.0,123,2
673,0,2,1,70.0,0,0,550,10.5,147,2
447,1,2,0,13.0,0,1,162,19.5,147,2
470,1,3,0,0.75,2,1,194,19.2583,147,0
137,1,1,0,19.0,0,2,55,26.2833,107,2
825,0,3,1,2.0,4,1,249,39.6875,147,2
151,0,2,1,51.0,0,0,622,12.525,147,2
69,1,3,0,17.0,4,2,248,7.925,147,2
839,1,3,1,32.0,0,0,80,56.4958,147,2
278,0,2,1,28.0,0,0,135,0.0,147,2
832,1,2,1,0.83,1,1,237,18.75,147,2
427,1,2,0,28.0,1,0,100,26.0,147,2
248,1,2,0,24.0,0,2,166,14.5,147,2
72,0,3,0,16.0,5,2,566,46.9,147,2
715,0,2,1,52.0,0,0,164,13.0,147,2
300,1,1,0,50.0,0,1,585,247.5208,36,0
245,0,3,1,30.0,0,0,213,7.225,147,0
250,0,2,1,54.0,1,0,144,26.0,147,2
284,1,3,1,19.0,0,0,533,8.05,147,2
440,0,2,1,31.0,0,0,547,10.5,147,2
583,0,2,1,54.0,0,0,226,26.0,147,2
337,0,1,1,29.0,1,0,36,66.6,61,2
468,0,1,1,56.0,0,0,44,26.55,147,2
591,0,3,1,35.0,0,0,656,7.125,147,2
842,0,2,1,16.0,0,0,619,10.5,147,2
143,1,3,0,24.0,1,0,668,15.85,147,2
545,0,1,1,50.0,1,0,614,106.425,82,0
355,0,3,1,28.0,0,0,182,7.225,147,0
33,1,3,0,28.0,0,0,288,7.75,147,1
519,1,2,0,36.0,1,0,110,26.0,147,2
1,0,3,1,22.0,1,0,523,7.25,147,2
463,0,1,1,47.0,0,0,6,38.5,133,2
544,1,2,1,32.0,1,0,233,26.0,147,2
679,0,3,0,43.0,1,6,566,46.9,147,2
535,0,3,0,30.0,0,0,260,8.6625,147,2
317,1,2,0,24.0,1,0,150,26.0,147,2
270,1,1,0,35.0,0,0,613,135.6333,89,2
57,1,2,0,21.0,0,0,555,10.5,147,2
481,0,3,1,9.0,5,2,566,46.9,147,2
36,0,1,1,42.0,1,0,43,52.0,147,2
638,0,2,1,31.0,1,1,556,26.25,147,2
195,1,1,0,44.0,0,0,604,27.7208,28,0
538,1,1,0,30.0,0,0,614,106.425,147,0
631,1,1,1,80.0,0,0,218,30.0,5,2
699,0,1,1,49.0,1,1,83,110.8833,75,0
724,0,2,1,50.0,0,0,161,13.0,147,2
104,0,3,1,33.0,0,0,505,8.6542,147,2
215,0,3,1,28.0,1,0,443,7.75,147,1
16,1,2,0,55.0,0,0,153,16.0,147,2
684,0,3,1,14.0,5,2,566,46.9,147,2
578,1,1,0,39.0,1,0,72,55.9,128,2
549,0,3,1,33.0,1,1,423,20.525,147,2
552,0,2,1,27.0,0,0,148,26.0,147,2
188,1,1,1,45.0,0,0,11,26.55,147,2
418,1,2,0,18.0,0,2,168,13.0,147,2
404,0,3,1,28.0,1,0,668,15.85,147,2
58,0,3,1,28.5,0,0,215,7.2292,147,0
859,1,3,0,24.0,0,3,194,19.2583,147,0
592,1,1,0,52.0,1,0,454,78.2667,96,0
298,0,1,0,2.0,1,2,37,151.55,62,2
561,0,3,1,28.0,0,0,471,7.75,147,1
534,1,3,0,28.0,0,2,196,22.3583,147,0
13,0,3,1,20.0,0,0,535,8.05,147,2
193,1,3,0,19.0,1,0,406,7.8542,147,2
710,1,3,1,28.0,1,1,189,15.2458,147,0
460,0,3,1,28.0,0,0,468,7.75,147,1
707,1,2,0,45.0,0,0,108,13.5,147,2
50,0,3,0,18.0,1,0,377,17.8,147,2
525,0,3,1,28.0,0,0,217,7.2292,147,0
430,1,3,1,32.0,0,0,644,8.05,115,2
7,0,1,1,54.0,0,0,85,51.8625,129,2
666,0,2,1,32.0,2,0,621,73.5,147,2
603,0,1,1,28.0,0,0,46,42.4,147,2
40,1,3,0,14.0,1,0,186,11.2417,147,0
348,1,3,0,28.0,1,0,483,16.1,147,2
461,1,1,1,48.0,0,0,96,26.55,117,2
238,1,2,0,8.0,0,2,556,26.25,147,2
32,1,1,0,28.0,1,0,586,146.5208,41,0
489,0,3,1,30.0,0,0,517,8.05,147,2
41,0,3,0,40.0,1,0,507,9.475,147,2
743,1,1,0,21.0,2,2,602,262.375,35,0
596,0,3,1,36.0,1,1,307,24.15,147,2
