Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Weekly_Sales
40.0,0.0,34.78,2.766,131.735,5.892,0.4248858447488585,990152.28
30.0,0.0,69.03,3.891,221.1484028,6.891,0.3689497716894977,428784.7
10.0,0.0,78.47,3.966,130.9776667,7.17,0.7883561643835616,1640168.99
22.0,0.0,24.36,2.788,135.3524608,8.283,0.4221461187214612,1033017.37
16.0,0.0,33.45,2.692,189.734262,7.039,0.30205479452054795,504307.35
17.0,0.0,67.59,3.578,129.2405806,6.745,0.7187214611872146,797523.04
13.0,0.0,52.76,3.752,129.0490323,7.193,0.26643835616438355,1935593.87
40.0,0.0,24.46,3.413,136.5883871,4.42,1.063013698630137,1601585.7
9.0,0.0,77.12,2.759,214.4328505,6.384,0.49337899543379,558143.53
33.0,0.0,86.53,4.125,131.0103333,7.147,0.8075342465753425,252709.58
18.0,0.0,49.9,2.983,132.152129,9.269,0.45502283105022834,1092616.49
25.0,0.0,71.45,3.881,208.1535092,7.287,0.849771689497717,740259.63
4.0,0.0,79.78,2.612,126.1283548,7.372,0.6463470319634703,1848426.78
1.0,0.0,80.94,2.624,211.5972246,7.787,0.8157534246575342,1351791.03
16.0,0.0,48.93,3.854,197.5971285,6.169,0.510958904109589,502662.07
20.0,0.0,63.44,3.645,209.807836,7.274,0.8321917808219178,1945808.26
18.0,0.0,51.12,2.935,132.0644333,9.269,0.4155251141552511,1060446.16
23.0,1.0,35.23,3.536,136.4788,4.42,0.9851598173515981,2057059.53
15.0,0.0,45.54,3.757,136.4884516,7.866,0.9100456621004567,589842.69
6.0,0.0,63.71,3.787,222.8930835,6.132,0.313013698630137,1495143.62
12.0,0.0,68.27,4.151,128.9998667,13.736,0.41278538812785387,994966.1
12.0,0.0,93.47,3.769,130.7195806,10.926,0.6573059360730594,916967.92
4.0,0.0,49.0,3.087,128.13,6.51,0.23515981735159816,2078094.69
16.0,0.0,67.68,2.699,189.6125456,6.868,0.6271689497716896,586583.69
45.0,0.0,70.66,3.645,187.2566641,8.625,0.8321917808219178,698986.34
21.0,0.0,70.5,3.506,223.0783366,6.17,0.9045662100456622,675202.87
15.0,0.0,36.97,4.021,137.5066897,7.943,0.7582191780821917,545120.67
12.0,0.0,91.17,3.794,129.1507742,13.503,0.6436073059360731,922231.92
4.0,0.0,82.77,3.55,129.2405806,5.644,0.7187214611872146,2232892.1
5.0,0.0,81.14,2.642,211.6642907,6.496,0.7691780821917809,291808.87
40.0,1.0,23.92,3.655,137.1666774,4.261,0.8388127853881279,999785.48
36.0,1.0,77.94,3.499,214.6155376,8.177,0.7746575342465754,352960.64
35.0,0.0,53.82,2.982,136.010394,9.051,0.45502283105022834,1104277.57
12.0,0.0,82.45,3.028,126.1454667,14.18,0.7965753424657535,852882.61
16.0,0.0,29.88,2.717,189.7195417,7.039,0.32123287671232875,483177.2
37.0,0.0,82.41,3.648,213.7917147,8.3,0.849771689497717,509647.25
32.0,0.0,74.83,3.554,193.9110133,8.622,0.4385844748858448,1201694.14
3.0,0.0,72.83,3.891,225.0135556,6.664,0.3689497716894977,420789.74
8.0,1.0,51.07,2.735,215.1077548,6.433,0.9878995433789954,1261693.16
12.0,1.0,52.27,3.722,130.3849032,12.187,0.8388127853881279,1199330.85
14.0,0.0,56.47,3.969,192.3308542,8.667,0.8853881278538813,1590274.72
1.0,0.0,48.27,2.976,211.4047419,7.742,0.5860730593607306,1444732.28
45.0,0.0,56.49,2.764,182.7640032,8.724,0.6940639269406392,745782.1
4.0,0.0,67.69,3.864,131.0375484,4.308,0.510958904109589,2470206.13
1.0,0.0,62.25,3.308,218.2205088,7.866,0.9659817351598173,1539483.7
43.0,0.0,52.89,2.625,203.3117653,9.521,0.4248858447488585,658600.05
34.0,0.0,63.83,3.781,128.9553,10.581,0.39360730593607307,1051518.45
37.0,0.0,80.74,3.501,220.4322099,6.989,0.09977168949771689,531811.85
23.0,0.0,14.5,3.24,133.1834194,5.114,0.3388127853881278,1159438.53
36.0,0.0,56.73,2.741,210.65429,8.476,0.9687214611872146,411615.71
41.0,0.0,35.3,3.286,196.9631599,6.589,0.7582191780821917,1243814.77
15.0,0.0,69.8,4.069,134.8551613,7.658,0.26643835616438355,695396.19
4.0,0.0,56.77,2.836,126.2898,7.896,0.5970319634703196,2000626.14
4.0,0.0,83.21,3.476,130.7561613,4.077,0.8552511415525115,2193367.69
16.0,0.0,38.04,3.532,192.3418571,6.339,0.6776255707762556,439276.5
25.0,0.0,38.69,3.415,211.8667856,7.082,0.7828767123287671,916446.02
17.0,0.0,51.93,3.802,129.0756774,6.774,0.4714611872146119,844443.35
17.0,0.0,26.62,2.934,127.4404839,6.866,0.1408675799086758,755804.37
25.0,0.0,42.11,3.72,208.1092642,7.287,0.6776255707762556,648606.13
29.0,0.0,39.42,3.065,132.7566667,10.524,0.2828767123287671,642678.53
35.0,0.0,56.53,3.969,142.8633629,8.665,0.8853881278538813,829284.67
33.0,0.0,88.89,4.127,131.0287742,7.396,0.4851598173515982,261851.74
9.0,0.0,42.44,3.261,223.6168049,5.667,0.11894977168949772,474964.6
6.0,1.0,39.38,3.022,214.4630941,6.858,0.9221461187214611,1486920.17
2.0,0.0,60.97,3.601,223.0154263,6.17,1.0273972602739727,1900745.13
8.0,1.0,41.47,2.943,214.7447295,6.433,1.084931506849315,773586.49
3.0,0.0,72.05,3.877,225.0689541,6.664,0.3881278538812785,434822.13
1.0,0.0,62.76,3.488,214.3627114,7.742,0.2993150684931507,1576818.06
26.0,0.0,12.98,3.232,133.0285161,7.907,0.1408675799086758,809833.21
31.0,0.0,83.58,3.638,221.9415576,6.565,0.7515981735159817,1373651.49
7.0,0.0,50.6,3.804,197.5886046,8.09,0.4851598173515982,532739.77
23.0,0.0,58.42,3.899,138.1065806,4.125,0.4659817351598174,1332952.47
2.0,0.0,71.28,2.835,210.0011018,8.2,0.5970319634703196,2042581.71
45.0,0.0,81.31,3.829,186.2955962,8.625,0.6627853881278539,704680.97
32.0,0.0,52.1,3.901,197.780931,8.09,0.3689497716894977,1171834.47
18.0,0.0,70.28,2.857,132.3648387,9.269,0.34977168949771686,1271311.76
30.0,0.0,89.57,3.494,221.5954138,6.565,0.8552511415525115,430878.28
19.0,0.0,66.01,4.069,134.8551613,7.658,0.26643835616438355,1457345.75
4.0,0.0,77.47,3.551,131.0287742,4.308,0.4851598173515982,2154137.67
23.0,0.0,18.2,3.215,132.9510645,5.114,0.12168949771689497,1016756.1
34.0,0.0,78.26,3.476,130.7561613,9.285,0.8552511415525115,1004523.59
10.0,0.0,89.8,3.803,129.1846452,8.257,0.4385844748858448,1886299.98
41.0,0.0,41.5,2.771,189.5312483,7.363,0.5970319634703196,1175738.22
43.0,1.0,41.83,3.129,211.0740553,10.148,1.0821917808219177,505405.85
28.0,0.0,64.36,4.294,130.9670968,12.187,0.3321917808219178,1209524.11
43.0,0.0,68.09,3.274,209.0752166,10.148,0.871689497716895,590984.56
37.0,0.0,78.94,3.561,220.4287124,6.989,0.4851598173515982,540625.79
9.0,0.0,77.95,3.526,219.6297841,6.404,0.7938356164383562,500274.03
32.0,0.0,39.17,3.232,192.0116004,8.818,0.3415525114155251,1106847.62
16.0,0.0,18.12,2.586,189.6018023,7.039,0.23789954337899544,443242.17
34.0,0.0,79.58,2.612,126.1283548,9.816,0.6463470319634703,902050.95
20.0,0.0,49.3,3.53,211.1847207,7.082,0.9659817351598173,2169933.82
32.0,0.0,42.61,3.479,195.7184713,8.513,0.9659817351598173,1181651.55
29.0,0.0,51.14,2.885,131.9809,10.16,0.37716894977168947,509100.84
32.0,0.0,36.62,2.728,190.9741069,9.137,0.8662100456621005,1377322.73
20.0,0.0,70.04,3.798,214.5499425,7.139,0.4851598173515982,2114989.0
5.0,0.0,48.86,3.261,220.4760185,5.943,0.11894977168949772,291454.52
40.0,0.0,70.66,2.735,132.7248387,5.326,0.27465753424657535,976453.34
7.0,0.0,43.67,3.581,194.8099713,8.622,0.813013698630137,536144.81
14.0,0.0,59.6,3.57,187.7846197,8.523,0.8908675799086758,2009004.59
5.0,0.0,57.69,3.669,221.6460048,5.943,0.7582191780821917,347295.6
44.0,1.0,38.89,3.445,129.8364,6.078,0.9851598173515981,309129.01
21.0,0.0,83.51,2.668,211.1120018,8.2,0.9331050228310502,784305.55
45.0,0.0,77.17,2.784,182.5320862,8.743,0.5219178082191781,746517.32
4.0,0.0,77.41,3.483,130.9592258,4.308,0.09977168949771689,2179360.94
30.0,0.0,83.59,2.64,211.0264684,8.099,0.6655251141552512,437893.76
21.0,0.0,46.54,3.112,218.9995495,7.441,1.063013698630137,1384552.17
19.0,0.0,48.22,3.719,136.4618065,7.866,0.9468036529680365,1502078.93
14.0,0.0,53.2,4.004,190.8680064,8.567,0.4073059360730593,1784029.95
27.0,0.0,82.28,3.972,139.7969712,7.85,0.6436073059360731,1754879.45
18.0,0.0,64.45,3.988,138.5673,8.535,0.7883561643835616,960476.1
35.0,0.0,37.27,3.638,137.9558929,8.512,0.09429223744292237,762620.94
42.0,0.0,54.12,3.781,130.4546207,7.545,0.21324200913242009,606671.5
44.0,1.0,33.73,3.116,130.3849032,5.774,0.8388127853881279,325377.97
42.0,0.0,70.28,4.254,131.108,7.382,0.3689497716894977,639123.45
4.0,0.0,84.54,3.504,129.0894,5.644,0.10251141552511416,2051533.53
4.0,0.0,73.65,3.771,129.0623548,5.946,0.4906392694063927,1986597.95
32.0,0.0,28.99,3.077,196.7330517,8.256,0.11894977168949772,1071598.36
45.0,1.0,30.3,3.239,183.7016129,8.549,0.9221461187214611,766456.0
41.0,0.0,31.34,2.758,191.0312172,7.508,0.9687214611872146,1172155.28
45.0,0.0,79.32,2.808,182.3806,8.899,0.5684931506849316,792299.15
17.0,0.0,73.29,3.509,130.7561613,5.936,0.8552511415525115,849074.04
29.0,0.0,62.59,4.034,134.7677742,9.966,0.4906392694063927,550735.64
13.0,0.0,34.8,2.934,127.4404839,7.47,0.1408675799086758,1770177.37
11.0,0.0,85.61,3.786,218.8860765,7.574,0.4906392694063927,1216876.52
17.0,0.0,29.99,3.058,130.3144516,6.403,0.15730593607305937,769522.33
11.0,0.0,76.64,3.743,218.6788642,7.574,0.3744292237442922,1312905.8
3.0,0.0,88.07,3.682,218.8440545,7.567,0.6627853881278539,345381.29
1.0,1.0,83.96,3.73,222.4390153,6.908,0.6079908675799087,1661767.33
25.0,0.0,28.5,3.638,207.8823043,7.287,0.09429223744292237,618377.79
2.0,0.0,82.64,3.638,221.9415576,6.565,0.7515981735159817,1947083.3
17.0,0.0,65.66,2.791,126.1498065,6.697,0.6271689497716896,876591.41
42.0,0.0,76.03,4.468,131.1083333,6.943,1.0273972602739727,612379.9
4.0,0.0,43.21,2.887,126.9835806,7.127,1.0657534246575342,3526713.39
24.0,0.0,60.61,3.899,136.367,8.358,0.813013698630137,1232376.49
21.0,1.0,46.52,3.409,219.9049073,7.057,0.8388127853881279,770652.79
36.0,0.0,73.7,3.713,220.4252149,6.989,0.4659817351598174,324801.13
26.0,0.0,36.53,2.826,131.9019677,8.512,0.1776255707762557,1029849.2
14.0,1.0,30.3,3.239,183.7016129,8.549,0.9221461187214611,1980405.03
40.0,0.0,44.47,3.991,138.0332,4.125,0.3470319634703196,993311.59
21.0,0.0,54.81,3.555,220.275944,7.057,0.23242009132420088,747099.07
36.0,0.0,73.25,3.763,214.026217,8.3,0.3744292237442922,414986.54
35.0,0.0,52.22,4.044,141.8433929,8.876,0.3689497716894977,788633.42
37.0,0.0,54.38,3.51,219.1148297,7.244,0.21324200913242009,541071.29
2.0,0.0,69.48,3.743,214.9420631,7.931,0.3744292237442922,1856467.84
6.0,0.0,64.11,2.795,211.9442745,7.092,0.3963470319634703,1540435.99
17.0,0.0,47.35,2.845,126.3266774,6.885,0.8744292237442923,838297.32
39.0,0.0,79.83,2.705,209.9398091,8.464,0.34977168949771686,1512207.95
45.0,0.0,53.04,3.892,185.6684673,8.521,0.39360730593607307,813630.44
4.0,0.0,39.34,2.98,127.1917742,6.51,0.5860730593607306,1862476.27
32.0,0.0,72.56,3.54,193.1878448,8.622,0.6858447488584475,1110244.52
32.0,0.0,25.97,3.173,196.1713893,8.513,1.063013698630137,1959526.96
43.0,0.0,88.49,3.637,206.8560238,10.581,0.5465753424657535,665781.74
44.0,0.0,23.35,2.974,127.7195806,7.224,0.3388127853881278,293953.08
18.0,0.0,42.05,2.938,132.9245806,9.331,0.44680365296803654,1089530.94
14.0,0.0,46.57,3.415,188.6544692,8.523,0.7828767123287671,2470581.29
30.0,0.0,68.62,3.622,214.7252242,7.931,0.6776255707762556,443889.5
21.0,0.0,86.18,2.637,211.1096543,8.2,0.5493150684931507,785104.29
38.0,0.0,65.49,3.129,126.4912903,14.313,0.44680365296803654,380870.09
8.0,0.0,24.48,2.989,215.9327797,6.262,0.3388127853881278,944594.78
33.0,0.0,66.79,3.086,126.6034839,9.849,0.1776255707762557,274634.52
30.0,0.0,84.71,3.648,214.6964908,7.931,0.849771689497717,424697.05
42.0,0.0,88.58,4.144,130.8295333,7.382,0.5410958904109588,606309.13
33.0,1.0,59.94,3.722,130.3849032,7.603,0.8388127853881279,282552.58
36.0,0.0,83.31,3.637,214.1713416,8.177,0.6436073059360731,361311.41
8.0,0.0,68.72,3.467,219.788581,6.425,0.813013698630137,806444.29
10.0,0.0,62.53,3.716,128.6160645,8.744,0.3184931506849315,1815798.85
13.0,0.0,77.0,3.58,129.3259355,6.877,0.191324200913242,1953628.82
37.0,0.0,58.97,3.332,216.5634344,7.716,0.36347031963470317,555925.6
18.0,0.0,37.09,3.065,132.7566667,9.331,0.2828767123287671,1211026.13
8.0,0.0,81.21,3.571,225.6050797,5.401,0.7132420091324201,896613.19
22.0,0.0,69.78,3.684,140.381,8.023,0.8321917808219178,953314.16
21.0,0.0,68.62,3.622,214.7252242,7.931,0.6776255707762556,744782.89
20.0,0.0,32.43,3.638,207.8823043,7.287,0.09429223744292237,1927993.09
27.0,0.0,39.32,3.42,137.2511849,7.827,0.21598173515981733,1709365.19
33.0,0.0,95.28,3.694,129.1677097,8.442,0.6627853881278539,224806.96
42.0,0.0,78.62,3.933,129.0623548,8.494,0.4906392694063927,503295.29
2.0,0.0,49.33,2.708,211.265543,8.163,0.2828767123287671,2015781.27
41.0,0.0,32.3,2.717,189.7195417,7.541,0.32123287671232875,1015196.46
21.0,0.0,39.05,2.572,210.7526053,8.324,0.4221461187214612,798593.88
35.0,0.0,44.46,3.551,140.4279758,8.745,0.36347031963470317,653468.75
7.0,0.0,25.56,2.758,191.0312172,9.137,0.9687214611872146,482528.36
5.0,0.0,89.35,3.554,216.2311855,6.529,0.7187214611872146,303643.84
43.0,0.0,70.35,3.622,206.8970046,10.581,0.6776255707762556,650418.75
8.0,0.0,70.34,3.814,225.1734114,5.679,0.4073059360730593,879448.25
12.0,1.0,88.0,3.913,129.3686129,13.503,0.7746575342465754,922850.57
18.0,0.0,52.02,2.878,132.7633548,9.331,0.8744292237442923,1029618.1
24.0,0.0,65.74,4.134,134.7677742,8.212,0.4906392694063927,1311153.72
3.0,0.0,84.94,3.407,225.4537579,6.334,0.6573059360730594,389427.9
42.0,1.0,83.07,4.124,130.9325484,7.17,0.6079908675799087,617405.35
2.0,0.0,51.7,3.268,219.6258417,7.057,0.13812785388127852,1711769.11
3.0,0.0,86.42,3.286,225.3492435,6.664,0.5794520547945206,422965.33
25.0,0.0,74.0,3.842,208.719238,7.274,0.4385844748858448,679706.01
32.0,0.0,49.2,2.729,190.9964377,9.137,0.44680365296803654,1063056.21
6.0,0.0,58.82,2.667,212.9037017,7.259,1.0082191780821919,1558621.36
29.0,0.0,44.96,2.826,131.9019677,10.16,0.1776255707762557,599629.25
28.0,1.0,45.64,3.148,127.0876774,14.313,1.084931506849315,1090558.57
15.0,0.0,71.42,4.026,138.3771935,8.193,0.7515981735159817,610185.32
39.0,0.0,85.73,2.664,210.3617581,8.36,0.7214611872146118,1471816.52
2.0,0.0,79.45,3.666,222.6164329,6.565,0.8267123287671233,1746470.56
18.0,0.0,71.42,3.798,138.1138065,8.304,0.09977168949771689,1118313.7
40.0,0.0,50.21,3.633,136.472,4.42,0.610730593607306,1070389.98
36.0,1.0,52.88,2.949,210.182398,8.476,1.084931506849315,359310.65
12.0,0.0,56.26,4.038,130.8966452,12.187,0.313013698630137,1045419.87
45.0,0.0,78.89,3.567,191.1670428,8.684,0.6381278538812786,737613.65
9.0,0.0,69.99,2.725,215.4081762,6.56,0.8936073059360731,466322.76
1.0,0.0,71.89,2.603,211.6719895,7.838,0.11073059360730593,1453329.5
26.0,0.0,53.91,3.583,136.5150968,7.598,0.871689497716895,987886.08
11.0,0.0,76.97,3.285,220.4299007,7.197,0.610730593607306,1346271.06
3.0,0.0,89.12,3.533,219.1501106,7.567,0.191324200913242,375988.69
36.0,0.0,74.16,3.234,216.0885258,7.716,0.871689497716895,342076.99
24.0,0.0,46.09,2.96,131.8242903,8.326,0.30205479452054795,1222511.29
10.0,0.0,67.75,4.111,131.1173333,7.382,0.3881278538812785,1777166.53
9.0,0.0,48.43,2.625,214.9054721,6.415,0.4248858447488585,507297.88
42.0,0.0,52.33,3.034,126.6042857,9.765,1.0082191780821919,588363.62
22.0,0.0,76.35,2.792,136.4554021,8.433,0.6655251141552512,970773.64
19.0,0.0,46.49,3.757,136.4884516,7.866,0.9100456621004567,1396612.36
5.0,0.0,83.55,3.526,216.6033083,6.529,0.7938356164383562,278529.71
34.0,0.0,35.44,2.598,126.4420645,9.521,0.4221461187214612,956228.96
10.0,0.0,73.38,4.151,128.9998667,8.494,0.41278538812785387,1873646.34
6.0,0.0,38.37,2.983,212.9655882,6.858,0.12168949771689497,1306194.55
32.0,0.0,29.16,2.55,189.5340998,9.014,0.2187214611872146,1082559.06
38.0,0.0,91.17,3.794,129.1507742,13.503,0.6436073059360731,365562.67
31.0,0.0,68.61,2.72,211.4713286,8.163,0.8744292237442923,1265852.43
35.0,0.0,75.22,3.654,142.1916279,8.839,0.2719178082191781,866216.36
36.0,1.0,84.19,3.697,221.1181142,6.623,0.6079908675799087,293728.57
36.0,0.0,70.9,2.725,209.170772,8.464,0.4155251141552511,457899.64
1.0,0.0,83.15,2.623,211.1003854,7.787,0.6271689497716896,1448938.92
2.0,0.0,43.82,3.51,220.0651993,7.057,0.21324200913242009,2196688.46
10.0,0.0,49.98,3.312,127.3009355,8.744,0.12168949771689497,1710803.59
21.0,0.0,48.1,3.157,219.355063,7.057,0.5027397260273972,640181.86
35.0,0.0,23.64,3.237,136.9706544,8.549,0.16004566210045662,633289.78
18.0,0.0,75.7,3.772,138.1437742,8.535,0.8552511415525115,967304.07
4.0,0.0,41.81,3.354,130.3496774,4.607,0.2554794520547945,2173373.91
17.0,0.0,30.76,3.119,130.4546207,6.403,0.21324200913242009,927084.65
14.0,0.0,47.65,3.53,188.0632345,8.523,0.9468036529680365,2081534.65
21.0,0.0,60.95,2.728,211.6608975,8.163,1.0301369863013699,735796.38
32.0,0.0,76.2,2.699,189.6125456,9.017,0.6271689497716896,1120172.24
44.0,0.0,78.82,2.814,126.1392,7.804,0.18584474885844748,300628.19
8.0,0.0,73.14,3.786,218.9333986,6.297,0.4906392694063927,857939.41
23.0,0.0,45.51,3.823,134.2784667,4.781,0.3744292237442922,1263680.51
39.0,0.0,84.33,3.48,214.0245556,8.177,0.6858447488584475,1414564.53
13.0,0.0,74.93,2.837,126.064,7.951,0.702283105022831,1877592.55
26.0,0.0,16.3,3.281,133.4921429,7.907,0.23515981735159816,910298.44
31.0,0.0,88.09,3.407,221.5785461,6.565,0.6573059360730594,1303732.36
27.0,0.0,77.45,2.942,136.4741118,7.982,0.5219178082191781,1908036.68
29.0,0.0,68.99,2.77,132.6932258,10.409,0.7406392694063927,545766.13
12.0,0.0,81.22,3.966,131.043,10.926,0.8267123287671233,880415.67
7.0,0.0,42.53,3.686,199.2195317,7.557,0.9045662100456622,495543.28
28.0,0.0,64.44,4.273,130.8261935,12.187,0.29383561643835615,1337875.49
2.0,0.0,47.55,2.869,211.0645458,8.163,1.0465753424657533,2609166.75
42.0,0.0,66.42,3.05,126.4713333,9.524,0.3963470319634703,492364.77
9.0,0.0,65.21,2.719,214.3465181,6.384,0.1776255707762557,545206.32
18.0,1.0,71.85,3.921,138.4729355,8.535,0.6079908675799087,1083521.24
3.0,0.0,75.19,3.688,225.2351496,6.664,0.9303652968036529,431985.36
13.0,0.0,43.51,3.538,129.8051935,6.392,0.36347031963470317,2036317.54
20.0,0.0,65.1,2.869,203.8488134,7.856,0.760958904109589,2007796.26
45.0,0.0,70.58,2.707,182.7168385,8.724,0.11073059360730593,690007.76
11.0,1.0,70.03,3.236,221.9011185,7.197,0.9851598173515981,1848953.48
45.0,0.0,45.65,2.917,182.9463648,8.724,0.44680365296803654,764014.06
33.0,0.0,95.88,3.1,126.1518,9.495,0.7691780821917809,302423.93
14.0,0.0,61.3,2.921,182.9011166,8.724,0.9127853881278539,1984768.34
35.0,0.0,43.64,3.582,137.6269617,8.549,0.9248858447488584,830601.39
29.0,0.0,47.8,3.57,136.4618065,9.357,0.9468036529680365,531600.62
4.0,0.0,68.6,3.864,131.1173333,4.308,0.3881278538812785,2144336.89
32.0,0.0,15.47,3.011,191.7625895,8.818,0.3388127853881278,1070457.8
16.0,0.0,40.74,3.636,192.5234638,6.339,0.39360730593607307,368600.0
34.0,0.0,53.11,3.48,128.6160645,10.398,0.3184931506849315,922898.38
36.0,0.0,61.33,3.421,218.8619099,7.244,0.2554794520547945,310982.87
35.0,0.0,77.45,2.784,136.4741118,8.861,0.5219178082191781,1180183.39
39.0,0.0,63.56,3.288,212.576205,8.395,0.3415525114155251,1316385.43
19.0,0.0,59.91,2.84,132.7568,8.067,0.11073059360730593,1379456.3
16.0,0.0,70.49,3.646,197.8322195,6.061,0.5191780821917809,641763.53
15.0,0.0,59.69,2.84,132.7568,8.067,0.11073059360730593,566945.95
4.0,0.0,40.6,3.022,127.5800323,6.51,0.16004566210045662,1814240.85
15.0,0.0,70.63,3.995,136.144129,7.806,1.021917808219178,590836.37
18.0,0.0,72.67,3.698,138.1735806,8.535,0.2719178082191781,1052066.58
34.0,0.0,42.7,3.667,130.7413793,9.653,0.7582191780821917,976393.43
7.0,0.0,-2.06,3.011,191.7625895,8.818,0.3388127853881278,558027.77
21.0,0.0,51.29,2.886,211.0646599,8.163,1.0657534246575342,1587257.78
17.0,0.0,58.39,2.872,126.1900333,6.697,0.8157534246575342,852876.29
38.0,0.0,61.09,3.016,126.4364194,14.313,0.9127853881278539,341219.63
8.0,1.0,49.61,3.236,221.9491571,6.123,0.9851598173515981,1235163.86
43.0,0.0,51.92,3.36,211.6762005,9.653,0.2554794520547945,629176.71
21.0,0.0,92.32,3.638,215.2593211,7.852,1.021917808219178,776933.37
32.0,0.0,34.54,2.973,191.5731924,8.818,0.1408675799086758,1078348.91
9.0,0.0,89.14,3.524,218.7796415,6.404,0.10251141552511416,537064.03
16.0,0.0,31.77,3.232,192.0116004,6.614,0.3415525114155251,484829.07
32.0,0.0,26.64,2.586,189.6018023,9.014,0.23789954337899544,1053247.1
6.0,0.0,87.04,3.494,223.5699533,5.668,0.8552511415525115,1588380.73
22.0,0.0,74.69,3.88,140.0859873,8.023,1.021917808219178,991779.2
28.0,0.0,93.47,3.769,130.7195806,10.926,0.6573059360730594,1135035.09
1.0,0.0,48.91,3.172,218.7147333,7.866,0.19954337899543378,1584083.95
8.0,0.0,67.61,3.285,220.4772543,6.123,0.610730593607306,929976.55
44.0,0.0,42.15,2.842,126.6034839,7.972,0.1776255707762557,286197.5
16.0,1.0,60.09,3.596,198.0950484,6.061,0.6079908675799087,537138.58
10.0,0.0,84.45,3.589,130.7012903,7.17,0.6381278538812786,1869967.03
21.0,0.0,82.29,2.669,210.8803726,8.099,0.18584474885844748,711470.8
10.0,0.0,88.37,3.049,126.064,9.199,0.702283105022831,1962996.7
10.0,0.0,73.88,3.145,126.2085484,9.524,0.45502283105022834,1808056.41
13.0,0.0,38.97,2.877,126.6019032,8.107,0.760958904109589,1898321.33
15.0,0.0,77.33,2.94,132.5461333,8.099,0.7691780821917809,691497.62
17.0,0.0,25.06,2.654,126.5262857,6.548,0.2187214611872146,800714.0
41.0,0.0,34.53,3.378,195.8223287,6.759,0.19954337899543378,1292436.23
24.0,0.0,75.53,3.863,138.1437742,8.953,0.8552511415525115,1497054.81
18.0,1.0,26.1,3.177,132.8150323,9.331,1.084931506849315,887907.01
26.0,0.0,36.9,4.025,137.868,7.489,0.3689497716894977,889670.29
43.0,1.0,46.54,3.409,211.7644101,9.653,0.8388127853881279,662198.65
25.0,0.0,69.84,3.506,214.6466757,7.139,0.5794520547945206,718890.81
14.0,0.0,63.82,3.541,187.6917481,8.523,0.871689497716895,1890870.75
30.0,0.0,88.05,3.286,221.4813343,6.891,0.5794520547945206,423192.4
15.0,0.0,20.69,3.4,133.1834194,7.771,0.3388127853881278,556550.85
13.0,0.0,64.8,3.842,131.1266667,5.965,0.4073059360730593,1970121.65
32.0,1.0,68.44,2.78,190.3958293,9.017,0.8579908675799087,1028635.39
24.0,0.0,31.05,2.909,131.637,8.326,0.2187214611872146,1385362.49
34.0,0.0,78.24,3.533,129.3259355,10.641,0.191324200913242,926455.64
1.0,0.0,85.55,3.524,215.1841368,7.962,0.10251141552511416,1488538.09
3.0,0.0,76.91,3.807,218.851237,7.574,0.39360730593607307,391860.04
42.0,1.0,84.04,2.961,126.1145806,9.199,0.8579908675799087,589091.04
9.0,0.0,41.82,2.976,214.9234729,6.416,0.5860730593607306,490981.78
29.0,0.0,76.35,2.792,132.5983871,10.409,0.6655251141552512,509872.77
32.0,0.0,34.86,3.008,191.667891,8.818,0.16004566210045662,1006814.85
39.0,1.0,67.75,2.735,210.5152765,8.476,0.9878995433789954,2149355.2
12.0,0.0,61.09,3.016,126.4364194,14.313,0.9127853881278539,955294.7
13.0,0.0,52.4,3.77,129.089,7.193,0.4522831050228311,1958823.56
14.0,0.0,41.76,3.625,184.9943679,8.549,0.3184931506849315,1879451.23
21.0,0.0,65.16,3.353,217.1650042,7.441,0.8908675799086758,729036.06
24.0,0.0,30.72,3.351,132.8823226,8.252,0.5860730593607306,1178641.71
40.0,0.0,55.78,3.746,138.1174194,4.125,0.6831050228310502,1079386.88
42.0,0.0,64.22,3.63,128.3995,8.744,0.9248858447488584,607294.56
45.0,0.0,58.61,2.868,182.8106203,8.724,0.8744292237442923,715263.3
15.0,0.0,73.9,3.82,138.2033871,8.193,0.6573059360730594,571190.83
3.0,0.0,84.29,3.699,218.6449369,7.574,0.26643835616438355,394507.84
12.0,0.0,83.12,3.087,126.1019355,14.18,0.27465753424657535,1075758.55
24.0,0.0,43.39,3.796,133.8492258,8.252,0.2993150684931507,1168397.26
12.0,0.0,51.8,3.781,130.4546207,12.187,0.21324200913242009,1240048.85
41.0,0.0,33.4,2.684,189.7372075,7.541,1.0082191780821919,1023997.71
31.0,0.0,85.26,3.227,221.5215064,6.565,0.5191780821917809,1458059.42
4.0,0.0,50.44,3.294,129.8268333,5.143,0.9659817351598173,2243946.59
27.0,0.0,78.26,2.933,136.4179827,7.982,0.6271689497716896,1880691.64
12.0,0.0,67.84,3.058,126.1602258,14.099,0.49337899543379,955451.16
19.0,0.0,41.26,3.895,134.1777742,7.658,0.6776255707762556,1419911.91
6.0,1.0,40.57,2.548,212.7700425,7.259,1.0054794520547945,1606283.86
19.0,0.0,74.86,4.004,135.9639355,7.806,0.6627853881278539,1298775.8
14.0,0.0,61.24,3.889,190.9764167,8.567,0.9303652968036529,1987531.05
19.0,0.0,73.41,3.819,138.1735806,8.193,0.2719178082191781,1342123.78
29.0,0.0,56.72,3.947,138.0882667,9.14,0.9303652968036529,529707.87
